monster_id,canonical_name,classification,ai_code,actor_family,server_race,source_actor_file,source_dispatch,delivery_kind,area_type,stationary,attack_interval_ms,runtime_route,shared_test_scope,implementation_acceptance
163,双头金刚,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
164,血巨人,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
166,血僵尸,ordinary,0,TZilKinZombi,96,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
168,月魔蜘蛛,ordinary,7,TGasMothMonster,105,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
170,黑锷蜘蛛,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
172,钢牙蜘蛛,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
174,暴牙蜘蛛,ordinary,0,TThornDarkMonster,93,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
176,天狼蜘蛛,ordinary,4,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
178,花吻蜘蛛,ordinary,4,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
180,赤月恶魔,boss,13,TBigHeartMonster,115,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,fixed_area,,True,2000,areaAttack.fixed_area,actual_actor:fixed_area_release_batch_test,PENDING_ACTOR_PROOF
182,幻影蜘蛛,ordinary,39,TSpiderHouseMonster,116,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,True,2200,summonRule.fixed_body_summoner,,PENDING_ACTOR_PROOF
185,剧毒蜘蛛,ordinary,0,TSpitSpider,82,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
186,鹰卫,special,0,TArcherMonster,104,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
187,虎卫,special,0,TWhiteSkeleton,100,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
188,虹魔猪卫,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
189,虹魔猪卫0,elite,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
190,虹魔猪卫9,version_difference,0,UNRESOLVED,,,,,,,1800,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
191,虹魔蝎卫,elite,19,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
192,虹魔蝎卫0,elite,19,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
193,虹魔教主,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
194,恶魔弓箭手,non_hostile,8,TArcherGuard,112,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1200,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
195,千年树妖,boss,0,TBigHeartMonster,115,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,fixed_area,,True,2000,areaAttack.fixed_area,actual_actor:fixed_area_release_batch_test,PENDING_ACTOR_PROOF
196,恶灵僵尸,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
198,恶灵尸王,boss,28,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
199,恶灵尸王0,boss,28,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
200,骷髅锤兵,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
202,骷髅长枪兵,ordinary,29,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
204,骷髅刀斧手,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
206,骷髅弓箭手,ordinary,8,TArcherMonster,104,dev_art_sources/reference/original_gameofmir/M2Server/ObjAxeMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,physical_projectile,,,2000,attackDelivery.physical_projectile,actual_actor:monster_physical_projectile_attack_test,PENDING_ACTOR_PROOF
208,黄泉教主,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1200,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
209,黄泉教主0,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
210,牛头魔,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
212,牛魔战士,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
214,牛魔斗士,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,2000,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
216,牛魔侍卫,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1800,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
218,牛魔将军,ordinary,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
220,牛魔法师,ordinary,200,TElectronicScolpionMon,200,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,target_magic,,,2000,attackDelivery.target_magic,actual_actor:monster_target_magic_attack_test,PENDING_ACTOR_PROOF
222,牛魔祭司,ordinary,200,TElectronicScolpionMon,200,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,target_magic,,,2000,attackDelivery.target_magic,actual_actor:monster_target_magic_attack_test,PENDING_ACTOR_PROOF
224,牛魔王,boss,0,TElectronicScolpionMon,200,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1200,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
225,暗之牛魔王,version_difference,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
226,宝箱,special,3,TCentipedeKingMonster,107,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
227,宝箱1,special,3,TCentipedeKingMonster,107,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
228,宝箱2,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
229,宝箱3,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
230,宝箱4,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
231,宝箱5,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
232,宝箱6,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
233,宝箱7,special,3,UNRESOLVED,,,,,,,1500,UNRESOLVED_ACTOR_AND_DELIVERY,,PENDING_ACTOR_PROOF
234,宝箱8,special,3,TCentipedeKingMonster,107,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon2.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
235,暗之双头血魔,boss,0,TCowKingMonster,92,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
236,暗之双头金刚,boss,0,TCowKingMonster,92,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
237,暗之黄泉教主,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
238,暗之骷髅精灵,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
239,暗之沃玛教主,boss,0,TCowKingMonster,92,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
240,暗之虹魔教主,boss,0,TATMonster,81,dev_art_sources/reference/original_gameofmir/M2Server/ObjMon.pas,dev_art_sources/reference/original_gameofmir/M2Server/UsrEngn.pas:1831-1938,,,,1500,PENDING_ACTOR_DELIVERY_PROOF,,PENDING_ACTOR_PROOF
